Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
215763,"Escola La Mar Bella AMPA ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Escola La Mar Bella AMPA,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,5,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,,albertoanchelergues@hotmail.com
215762,"Escola La Mar Bella AMPA ""A""",BÀSQUET BENJAMÍ FEMENÍ 1ª FASE CEEB,,Escola La Mar Bella AMPA,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,5,BÀSQUET,BENJAMÍ,FEMENÍ,Divendres,19:30 h,,,albertoanchelergues@hotmail.com
215761,"Escola La Mar Bella AMPA ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola La Mar Bella AMPA,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,1,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,albertoanchelergues@hotmail.com
215760,"Voleibol Sant Just ""Blau""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,,Voleibol Sant Just,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,Casa,VOLEIBOL,INFANTIL,FEMENI,Dissabte,15:30 h,,,direccio.esportiva@voleibolsantjust.com
215759,"Voleibol Sant Just ""A""",VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,Voleibol Sant Just,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,Casa,VOLEIBOL,PREALEVÍ,MIXT,Dissabte,18:15 h,,,direccio.esportiva@voleibolsantjust.com
215758,"S.E Escuelas Salesianas San José ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,S.E Escuelas Salesianas San José,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,09:15 h,,,MARC.ALEGRE1@GMAIL.COM
215757,Associació Esportiva Arrels Congrés,BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Associació Esportiva Arrels Congrés,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,2,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,aearrelscongres@gmail.com
215756,"S.E Escuelas Salesianas San José ""B""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,S.E Escuelas Salesianas San José,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Fora,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:30 h,,,MARC.ALEGRE1@GMAIL.COM
215755,"Escola L'Arenal de Llevant ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,1,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:45 h,,,lluiscastrog@gmail.com
215754,"Escolàpies Sant Martí ""Negre""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Escolàpies Sant Martí,Genèrica,Facturada,,,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,CADET,MIXT,Divendres,18:45 h,,,extra.escolapiessantmarti.barcelona@fundesplai.org
215753,"Escolàpies Sant Martí ""Negre""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Escolàpies Sant Martí,Genèrica,Facturada,,,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,INFANTIL,MIXT,Divendres,18:45 h,,,extra.escolapiessantmarti.barcelona@fundesplai.org
215752,"Escola L'Arenal de Llevant ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,1,BÀSQUET,BENJAMÍ,MIXT,Dissabte,09:30 h,,,lluiscastrog@gmail.com
215751,"Escolàpies Sant Martí ""Negre""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escolàpies Sant Martí,Genèrica,Facturada,,,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,,extra.escolapiessantmarti.barcelona@fundesplai.org
215750,"S.E Escuelas Salesianas San José ""C""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,S.E Escuelas Salesianas San José,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:30 h,,,MARC.ALEGRE1@GMAIL.COM
215749,"Voleibol Sant Just ""Vermell""",VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,Voleibol Sant Just,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,Casa,VOLEIBOL,PREALEVÍ,MIXT,Dissabte,16:45 h,,,direccio.esportiva@voleibolsantjust.com
215748,"EB Acàcies (FBC) ""A""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,EB Acàcies (FBC),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,Casa,BÀSQUET,ALEVÍ,FEMENÍ,Dissabte,10:30 h,,,lesacacies.fbc@gmail.com
215747,"EB Acàcies (FBC) ""A""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,EB Acàcies (FBC),Genèrica,Tramitada,,,2025-10-02,,1,Nivell D,Casa,BÀSQUET,PREALEVÍ,FEMENÍ,Dissabte,09:00 h,,,lesacacies.fbc@gmail.com
215746,"Voleibol Sant Just ""Blau""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Voleibol Sant Just,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,Casa,VOLEIBOL,ALEVÍ,MIXT,Dissabte,15:30 h,,,direccio.esportiva@voleibolsantjust.com
215745,CEM (Hamelin Laie International School),BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,CEM (Hamelin Laie International School),Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,Casa,BÀSQUET,ALEVÍ,MIXT,Divendres,18:15 h,,,enrique.poveda@hamelinschool.com
215744,CEM (Hamelin Laie International School),FUTBOL 7 INFANTIL MIXT 1ª FASE CEEB,,CEM (Hamelin Laie International School),Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell D,Fora,FUTBOL 7,INFANTIL,MIXT,Divendres,18:45 h,,,sports@hamelinschool.com
215743,"EB Acàcies (FBC) ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,EB Acàcies (FBC),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,Fora,BÀSQUET,ALEVÍ,MIXT,Divendres,19:30 h,,,lesacacies.fbc@gmail.com
215742,CEM (Hamelin Laie International School),FUTBOL 7 ALEVÍ MIXT 1ª FASE CEEB,,CEM (Hamelin Laie International School),Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,Casa,FUTBOL 7,ALEVÍ,MIXT,Divendres,18:45 h,,,Sports@hamelinschool.com
215741,"S.E Escuelas Salesianas San José ""C""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,S.E Escuelas Salesianas San José,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:30 h,,,MARC.ALEGRE1@GMAIL.COM
215740,"S.E Escuelas Salesianas San José ""B""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,S.E Escuelas Salesianas San José,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Casa,FUTBOL 5,INFANTIL,MIXT,Divendres,19:30 h,,,MARC.ALEGRE1@GMAIL.COM
215739,"CELH (Escola Joan XXIII) ""Blau""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,,CELH (Escola Joan XXIII),Genèrica,Facturada,,,2025-10-02,,1,Nivell E,Indiferent,BÀSQUET,PREINFANTIL,FEMENÍ,Dissabte,11:15 h,,,carlagomezmartin@gmail.com
215738,AGG Del Liceo Italiano,FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,,AGG Del Liceo Italiano,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,JUVENIL,MIXT,Divendres,19:00 h,,,gabriele.casale@hotmail.it
215737,"Escola La Palmera (FPC CET 10) ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola La Palmera (FPC CET 10),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,Casa,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:15 h,"SI EL GRUPO ES IMPAR, DESCANSAR LA PRIMERA SEMANA. gRACIAS",,jpereira@cet10.com
215736,"Escola La Palmera (FPC CET 10) ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola La Palmera (FPC CET 10),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,,,jpereira@cet10.com
215735,"Escolàpies Sant Martí ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escolàpies Sant Martí,Genèrica,Facturada,,,2025-10-02,,1,Nivell E,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,extra.escolapiessantmarti.barcelona@fundesplai.org
215734,"Club Bushido Closa ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Club Bushido Closa,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,19:30 h,,,secretariaceissa@gmail.com
215733,"Club Bushido Closa ""A""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,Club Bushido Closa,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,3,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:15 h,,,secretariaceissa@gmail.com
215732,"Escola Sant Martí ""Negre""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola Sant Martí,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,Fora,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,,,esportsdequip@afaescolasantmarti.org
215731,"Escola Sant Martí ""Negre""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Sant Martí,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:15 h,,,esportsdequip@afaescolasantmarti.org
215730,"Escola Sant Martí ""Negre""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Sant Martí,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,esportsdequip@afaescolasantmarti.org
215729,"Barcelona Dragons Club Deportivo ""A""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,,Barcelona Dragons Club Deportivo,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,Casa,VOLEIBOL,INFANTIL,FEMENI,Dissabte,09:00 h,,,ivan96martin@gmail.com
215728,"AEE Institut Montserrat ""A""",VOLEIBOL JUVENIL FEMENÍ 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,8,VOLEIBOL,JUVENIL,FEMENI,Dissabte,12:30 h,,,voleibase@aeeinsmontserrat.cat
215727,"AEE Institut Montserrat ""A""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell C,8,VOLEIBOL,CADET,FEMENI,Dissabte,10:45 h,,,voleibase@aeeinsmontserrat.cat
215726,"AEE Institut Montserrat ""A""",VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell D,8,VOLEIBOL,INFANTIL,MIXT,Dissabte,09:00 h,,,voleibase@aeeinsmontserrat.cat
215725,"Baldiri Reixac (FBC) ""B""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,Baldiri Reixac (FBC),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,Fora,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:30 h,,,pol.catalanandaluz@gmail.com
215724,"Baldiri Reixac (FBC) ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Baldiri Reixac (FBC),Genèrica,Tramitada,,,2025-10-02,,1,Nivell D,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:30 h,,,laiapastri@gmail.com
215723,"AEE Institut Montserrat ""B""",VOLEIBOL PREINFANTIL FEMENÍ 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,4,VOLEIBOL,PREINFANTIL,FEMENI,Dissabte,10:45 h,,,voleibase@aeeinsmontserrat.cat
215722,"AEE Institut Montserrat ""A""",VOLEIBOL PREINFANTIL MIXT 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,4,VOLEIBOL,PREINFANTIL,MIXT,Dissabte,09:00 h,,,voleibase@aeeinsmontserrat.cat
215721,"AEE Institut Montserrat ""B""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell B,4,VOLEIBOL,ALEVÍ,MIXT,Dissabte,09:45 h,,,voleibase@aeeinsmontserrat.cat
215720,"AEE Institut Montserrat ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Montserrat,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,4,VOLEIBOL,ALEVÍ,MIXT,Dissabte,08:45 h,,,voleibase@aeeinsmontserrat.cat
215719,INMACO Anna Ravell,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,,,annaravell.serveis@maristes.cat
215718,"La Salle Comtal (AECV) ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,La Salle Comtal (AECV),Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,20:00 h,,,gemmotis@gmail.com
215717,"Pinky Blinders ""B""",VOLEIBOL LLIGA ABSOLUTA+35 FEMENÍ 1ª FASE CEEB,,Pinky Blinders,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell B,Indiferent,VOLEIBOL,SÈNIOR,FEMENÍ,Dissabte,17:00 h,,,roosita9@gmail.com
215716,"Col·legi Jesus Maria Sant Andreu (Valors IPP) ""B""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Col·legi Jesus Maria Sant Andreu (Valors IPP),Genèrica,Facturada,,,2025-10-02,,1,Nivell B,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,azbonifasi@somvalors.com
215715,Col·legi Jesus Maria Sant Andreu (Valors IPP),FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Col·legi Jesus Maria Sant Andreu (Valors IPP),Genèrica,Facturada,,,2025-10-02,,1,Nivell A,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,azbonifasi@somvalors.com
215714,"Dominiques Barcelona ""A""",VOLEIBOL JÚNIOR FEMENÍ 1ª FASE CEEB,,Dominiques Barcelona,Genèrica,Facturada,,,2025-10-02,,1,Nivell D,5,VOLEIBOL,JÚNIOR,FEMENI,Divendres,20:00 h,,,paulacamu7@gmail.com
215713,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET CADET FEMENÍ 1ª FASE CEEB,,Col·legi Sagrat Cor Sarrià,Genèrica,Facturada,,,2025-10-02,,1,Nivell A,8,BÀSQUET,CADET,FEMENÍ,Divendres,18:00 h,,,esports@sagratcorsarria.com
215710,INMACO Anna Ravell,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,7,FUTBOL 5,SÈNIOR,MIXT,Divendres,21:30 h,,,annaravell.serveis@maristes.cat
215709,INMACO Anna Ravell,VOLEIBOL CADET MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,4,VOLEIBOL,CADET,MIXT,Dissabte,10:30 h,,,annaravell.serveis@maristes.cat
215708,INMACO Anna Ravell,VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,4,VOLEIBOL,INFANTIL,MIXT,Dissabte,09:00 h,,,annaravell.serveis@maristes.cat
215707,INMACO Anna Ravell,FUTBOL 5 CADET MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,7,FUTBOL 5,CADET,MIXT,Divendres,19:00 h,,,annaravell.serveis@maristes.cat
215706,INMACO Anna Ravell,BÀSQUET INFANTIL MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,3,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,,,annaravell.serveis@maristes.cat
215705,"Escola de Bàsquet Ciutat Vella (AECV) ""Blau""",BÀSQUET LLIGA JOVE FEMENÍ 1ª FASE CEEB,,Escola de Bàsquet Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,1,BÀSQUET,SÈNIOR,FEMENÍ,Divendres,20:45 h,,,annaalguero@aeciutatvella.cat
215704,"Escola Vedruna Angels (AECV) ""Groc""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Escola Vedruna Angels (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,7,FUTBOL 5,INFANTIL,MIXT,Divendres,19:15 h,,,martinapena@aeciutatvella.cat
215703,"Escola Vedruna Angels (AECV) ""Groc""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Vedruna Angels (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell D,7,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:15 h,,,martinapena@aeciutatvella.cat
215702,"Institut Barri Besòs (AAEJ) ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Institut Barri Besòs (AAEJ),Genèrica,Facturada,,,2025-10-02,,1,Nivell E,Fora,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,,,INFO.AAEJ@GMAIL.COM
215701,"Escola Vedruna Angels (AECV) ""Groc""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Escola Vedruna Angels (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,3,FUTBOL 5,CADET,MIXT,Divendres,19:15 h,,,martinapena@aeciutatvella.cat
215700,"Escola Vedruna Angels (AECV) ""Groc""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola Vedruna Angels (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell D,3,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,,martinapena@aeciutatvella.cat
215699,"AEE Institut l'Alzina ""B""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,7,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,,,aeealzina@gmail.com
215698,"AEE Institut l'Alzina ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,7,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,,aeealzina@gmail.com
215697,INMACO Anna Ravell,VOLEIBOL LLIGA JOVE MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell B,4,VOLEIBOL,SÈNIOR,MIXT,Dissabte,12:00 h,,,annaravell.serveis@maristes.cat
215696,"AEE Institut l'Alzina ""A""",FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,3,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,,,aeealzina@gmail.com
215694,"INMACO Anna Ravell ""A""",FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,,INMACO Anna Ravell,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell A,7,FUTBOL 5,JUVENIL,MIXT,Divendres,20:00 h,,,annaravell.serveis@maristes.cat
215693,"Escola de Volei Ciutat Vella (AECV) ""A""",VOLEIBOL LLIGA JOVE MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell B,3,VOLEIBOL,SÈNIOR,MIXT,Divendres,21:00 h,,,voleiaecv@aeciutatvella.cat
215692,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL JUVENIL MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell B,7,VOLEIBOL,JUVENIL,MIXT,Divendres,19:45 h,,,voleiaecv@aeciutatvella.cat
215691,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL CADET MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,7,VOLEIBOL,CADET,MIXT,Dissabte,12:30 h,,,voleiaecv@aeciutatvella.cat
215690,"Escola de Volei Ciutat Vella (AECV) ""Groc""",VOLEIBOL CADET MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,7,VOLEIBOL,CADET,MIXT,Divendres,18:15 h,,,voleiaecv@aeciutatvella.cat
215689,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,,,voleiaecv@aeciutatvella.cat
215688,"Escola de Volei Ciutat Vella (AECV) ""Negre""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:15 h,,,voleiaecv@aeciutatvella.cat
215687,"AEE Institut l'Alzina ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,,,aeealzina@gmail.com
215686,"Escola de Volei Ciutat Vella (AECV) ""Groc""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:15 h,,,voleiaecv@aeciutatvella.cat
215685,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell C,7,VOLEIBOL,INFANTIL,MIXT,Dissabte,09:30 h,,,voleiaecv@aeciutatvella.cat
215684,"La Salle Comtal (AECV) ""A""",VOLEIBOL CADET MIXT 1ª FASE CEEB,,La Salle Comtal (AECV),Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,1,VOLEIBOL,CADET,MIXT,Divendres,18:00 h,,,martacardos222@gmail.com
215683,"Escola de Volei Ciutat Vella (AECV) ""Negre""",VOLEIBOL PREINFANTIL MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell E,3,VOLEIBOL,PREINFANTIL,MIXT,Dissabte,11:30 h,,,voleiaecv@aeciutatvella.cat
215682,"AEE Institut l'Alzina ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,3,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,aeealzina@gmail.com
215681,"Escola de Volei Ciutat Vella (AECV) ""Groc""",VOLEIBOL PREINFANTIL MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell B,7,VOLEIBOL,PREINFANTIL,MIXT,Dissabte,11:00 h,,,voleiaecv@aeciutatvella.cat
215680,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL PREINFANTIL MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell B,3,VOLEIBOL,PREINFANTIL,MIXT,Divendres,19:45 h,,,voleiaecv@aeciutatvella.cat
215679,"Escola de Volei Ciutat Vella (AECV) ""Blau""",VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,,Escola de Volei Ciutat Vella (AECV),Genèrica,Tramitada,,,2025-10-02,,1,Nivell D,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,10:00 h,,,voleiaecv@aeciutatvella.cat
215678,"AEE Institut l'Alzina ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,3,FUTBOL 5,CADET,MIXT,Divendres,20:00 h,,,aeealzina@gmail.com
215677,"AEE Institut l'Alzina ""A""",FUTBOL 5 CADET FEMENÍ 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell C,3,FUTBOL 5,CADET,FEMENÍ,Divendres,19:00 h,,,aeealzina@gmail.com
215676,"AEE Institut l'Alzina ""A""",FUTBOL 5 INFANTIL FEMENÍ 1ª FASE CEEB,,AEE Institut l'Alzina,Genèrica,Tramitada,,2025-10-02,2025-10-02,,1,Nivell E,3,FUTBOL 5,INFANTIL,FEMENÍ,Divendres,18:00 h,,,aeealzina@gmail.com
215675,"Escola Calderon de la Barca AMPA ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola Calderon de la Barca AMPA,Genèrica,Tramitada,,2025-10-03,2025-10-02,,1,Nivell E,8,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:00 h,ESTE EQUIPO TIENE QUE JUGAR DE VISITANTE LOS SÁBADOS.,,orlandovaldu@gmail.com
